sw,op,arch,func,file_name,response
openssl-101f,O2,arm,__sha256_block_data_order_from_thumb,./data/decomp/openssl-101f_arm_gcc_O2_extraction/__sha256_block_data_order_from_thumb@00124cf0.c,"These functions all involve cryptographic operations, with several using the SHA-256 hashing algorithm. They take in various inputs, including arrays of integers and bytes, and perform a series of bitwise operations, additions, and rotations to generate a hash value. One function uses a key to encrypt or decrypt input data, while another updates values in an array based on arithmetic operations with another array. Overall, these functions are used for message authentication, digital signatures, and encryption/decryption purposes."
openssl-101f,O2,arm,__udivdi3,./data/decomp/openssl-101f_arm_gcc_O2_extraction/__udivdi3@00124998.c,"The function takes in four unsigned integers as parameters: `param_1`, `param_2`, `param_3`, and `param_4`. If `param_4` is zero, the function performs a division of `param_1` and `param_2` by `param_3`. If `param_4` is not zero, the function performs a division of `param_1` and `param_2` by `param_4`. In both cases, the function uses a series of bitwise operations, division, and multiplication to determine the quotient and remainder of the division. If `param_3` is less than `param_4`, the function sets the quotient to 0 and the remainder to `param_3`. Otherwise, the function initializes several variables and performs a loop to calculate the quotient and remainder of the division of `param_3` and `param_4`."
openssl-101f,O2,arm,___armv7_tick_from_thumb,./data/decomp/openssl-101f_arm_gcc_O2_extraction/___armv7_tick_from_thumb@00124cd8.c,"The function is a timer interrupt handler for an ARMv7 processor. It reads the timer value from a coprocessor register and performs calculations on it using vector instructions. It updates a pointer to a memory location where timer-related data is stored. It checks if the interrupt was triggered while executing a Thumb instruction and performs additional calculations on the timer value if it was. If a certain feature is enabled, the function performs further calculations and halts the processor with a ""bad data"" error. If the feature is not enabled, the function updates memory locations with values and checks a certain pointer."
openssl-101f,O3,arm,asn1_bio_callback_ctrl,./data/decomp/openssl-101f_arm_gcc_O3_extraction/asn1_bio_callback_ctrl@001220f0.c,"The function takes three parameters: an integer param_1, an integer param_2, and a pointer to a function param_3. If the value stored in memory at the address (param_1 + 0x24) is not equal to NULL, it calls the BIO_callback_ctrl function with the parameters *(BIO **)(param_1 + 0x24), param_2, and param_3. If the value stored in memory at the address (param_1 + 0x24) is NULL, the function simply returns without doing anything."
openssl-101f,O3,arm,asn1_bio_ctrl,./data/decomp/openssl-101f_arm_gcc_O3_extraction/asn1_bio_ctrl@00122124.c,"The function `asn1_bio_ctrl` performs control operations on a BIO object (`param_1`) based on a control command (`param_2`) and a parameter (`param_3`). It also takes a pointer to an integer (`param_4`). 

If the `ptr` field of the BIO object is NULL, the function returns 0. 

If the control command is 0x97, the function sets the 10th and 11th elements of the `ptr` field to the first and second elements of `param_4`, respectively, and returns 1. 

If the control command is 0x99, the function sets the 15th element of the `ptr` field to the value of `param_4`, and returns 1. 

If the control command is 0x9a, the function sets the value of `param_4` to the 15th element of the `ptr`."
openssl-101f,O3,arm,asn1_bio_free,./data/decomp/openssl-101f_arm_gcc_O3_extraction/asn1_bio_free@001220fc.c,"The function takes an integer parameter `param_1` and retrieves a pointer from the memory location at `param_1 + 0x20`. If the pointer is not null, it checks if another pointer at an offset of 4 from the retrieved pointer is also not null. If it is not null, it frees the memory at that location using the `CRYPTO_free` function. It then frees the memory at the retrieved pointer location using the same function. Finally, it sets some memory locations to 0 and returns 1. If the retrieved pointer is null, it simply returns 0."
openssl-101f,O3,arm,asn1_bio_write,./data/decomp/openssl-101f_arm_gcc_O3_extraction/asn1_bio_write@001222c4.c,"The `asn1_bio_write` function takes in three parameters (`param_1`, `param_2`, and `param_3`) and returns a `bio_st` pointer. It checks if `param_2` is null and sets `pbVar4` to 1 if it is. If `pbVar4` is not null, it checks if `param_1` has a next bio and a pointer. If either of these is null, it returns `pbVar6`. The function then enters a loop that switches on the `method` field of `pbVar6`. If the `method` field is null, it calls a function stored in the `ptr` field of `pbVar6`, passing in `param_1`, `pbVar6->num_read`, `pbVar6->num_write`, and a value from the `ex_data` field of `pbVar6`. If the function returns 0, the function returns."
openssl-101f,O3,arm,BIO_asn1_get_suffix,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BIO_asn1_get_suffix@00122540.c,"The function takes in a BIO object, a suffix pointer, and a suffix free pointer. It calls BIO_ctrl with parameters 0x98, 0, and a pointer to local_18. If the result is greater than 0, it sets the psuffix and psuffix_free pointers to local_18 and puStack_14, respectively. The function returns the result of the BIO_ctrl call."
openssl-101f,O3,arm,BIO_asn1_set_prefix,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BIO_asn1_set_prefix@001224ec.c,The function sets the prefix for a BIO object using a given prefix pointer and control command. It also sets a prefix_free function if provided and returns the result of the control call.
openssl-101f,O3,arm,BN_GF2m_add,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BN_GF2m_add@0011f668.c,"The function takes three BIGNUM pointers as input parameters: param_1, param_2, and param_3. It returns an integer value of 1 if the operation is successful, and 0 otherwise. The function first checks the sizes of the input BIGNUMs, and expands param_1 if it is smaller than the larger of the other two BIGNUMs. If the expansion fails, the function returns 0. The function then performs a bitwise XOR operation between the data arrays of param_2 and param_3, storing the result in the data array of param_1. If param_1 was expanded earlier, the function only performs the XOR operation up to the size of the smaller of the two input BIGNUMs. Finally, the function trims any leading zero words from the data array of param_1 and sets its top field to the new size."
openssl-101f,O3,arm,BN_GF2m_mod,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BN_GF2m_mod@0011f940.c,"The function takes three parameters: two integers and a pointer to an integer array, and returns an integer. It first checks if the second integer parameter is zero, and if so, calls ERR_put_error and returns zero. It then determines the size of the integer array pointed to by the third parameter and stores it in a variable. If the size is less than or equal to zero, it sets a pointer to a local integer array. Otherwise, it iterates through the integer array and checks each 32-bit word for any set bits. If a set bit is found, the index of that bit is added to a local integer array. If this array contains more than 6 elements, the function calls ERR_put_error and returns zero. Otherwise, the function sets the last element of the array."
openssl-101f,O3,arm,BN_GF2m_mod_arr,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BN_GF2m_mod_arr@0011f71c.c,"The function BN_GF2m_mod_arr takes two BIGNUMs (param_1 and param_2) and a uint (param_3) as input parameters. It performs a modular reduction operation where param_2 is reduced modulo param_3 and the result is stored in param_1. The function first checks if param_3 is equal to zero. If it is, it sets param_1 to zero and returns 1. Otherwise, it initializes some variables and checks if param_2 and param_1 are the same BIGNUM. If they are not, it expands param_1 if necessary and copies the contents of param_2 to param_1. The function then performs the modular reduction operation using a binary algorithm. It iterates over each word in param_2 (starting from the most significant word) and repeatedly subtracts a multiple of param_3 until the result is less than param_3. The remainder of this subtraction is then stored in the corresponding."
openssl-101f,O3,arm,BN_GF2m_mod_div,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BN_GF2m_mod_div@001201f0.c,"The function BN_GF2m_mod_div() performs modular division in binary fields (GF(2^m)). It takes three BIGNUMs, two integers, and a BN_CTX structure as input. The function first computes the inverse of param_4 modulo param_3 using BN_GF2m_mod_inv() and stores the result in a temporary BIGNUM. If this operation fails, the function returns 0. It then allocates memory for an array of integers and populates it with the indices of the non-zero bits in param_4. Finally, the function counts the number of non-zero bits in the array."
openssl-101f,O3,arm,BN_GF2m_mod_div_arr,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BN_GF2m_mod_div_arr@0012031c.c,"The function takes four integers and a pointer to an integer array as parameters, as well as a BN_CTX pointer. It initializes a BN_CTX object and retrieves a BIGNUM object from it. The function then sets the value of the BIGNUM object to 0 and iterates through the integer array, setting the bit at the position specified by each integer using BN_set_bit(). It then performs a modular division of param_1 by param_2 modulo param_3 using BN_GF2m_mod_div() and the BIGNUM object."
openssl-101f,O3,arm,BN_GF2m_mod_mul,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BN_GF2m_mod_mul@0011fc6c.c,"The function BN_GF2m_mod_mul performs modular multiplication on two BIGNUMs in the binary field GF(2^m). It first calculates the number of bits required to represent the result, allocates memory for an array of integers to store the indices of the non-zero bits in the modulus BIGNUM, populates this array using a bitwise AND operation with the modulus BIGNUM, calculates the number of leading zeroes in the array, and uses this to determine the number of words required to represent the array. If the number of words is greater than the allocated memory, an error is thrown. If not, the function BN_GF2m_mod_mul_arr is called to perform the actual multiplication using the array of indices and the two input BIGNUMs. Finally, the allocated memory is freed and the result of the multiplication is returned."
openssl-101f,O3,arm,BN_GF2m_mod_mul_arr,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BN_GF2m_mod_mul_arr@0011fb08.c,"The function BN_GF2m_mod_mul_arr() takes in five parameters: an integer, two integer arrays, an integer, and a BN_CTX structure. It returns an integer as the result of the computation. The function performs a multiplication of the two input arrays using bn_GF2m_mul_2x2() function and stores the result in a BIGNUM structure. It also performs a modulo operation on the BIGNUM structure using BN_GF2m_mod_arr() function. If the two input arrays are equal, it calls the BN_GF2m_mod_sqr_arr() function with the first two parameters and returns the result. If the two input arrays are not equal, the function allocates memory for a BIGNUM structure using the BN_CTX_get() function. It then sets the size of the BIGNUM structure based on the size of the input arrays and initializes its values to 0. Finally, the function checks if the modulo."
openssl-101f,O3,arm,BN_GF2m_mod_sqr,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BN_GF2m_mod_sqr@0011fd4c.c,"The function BN_GF2m_mod_sqr computes the square of a BIGNUM in a binary field GF(2^m) using polynomial basis representation. It allocates memory for a temporary array, converts the input BIGNUM into binary form, computes the number of leading zeros, and calls BN_GF2m_mod_sqr_arr to compute the square of the temporary array. The result is returned after freeing the temporary array. An error is generated if there are no non-zero bits."
openssl-101f,O3,arm,BN_GF2m_mod_sqrt,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BN_GF2m_mod_sqrt@0012057c.c,"This function calculates the number of set bits in a parameter, allocates memory for an array of integers to store the positions of the set bits, and iterates through the words of the parameter to find the positions of the set bits and store them in the array. If the array is non-empty, it calls BN_GF2m_mod_exp_arr to compute the square root of another parameter modulo the first parameter. If the array is empty, it sets the result to 0 and returns 1."
openssl-101f,O3,arm,BN_GF2m_mod_sqr_arr,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BN_GF2m_mod_sqr_arr@0011f9e4.c,"The function BN_GF2m_mod_sqr_arr() takes in four arguments: an integer, an integer array, another integer, and a BN_CTX structure pointer. It initializes a BIGNUM structure pointer a and checks if it is NULL. If it is, the function returns 0. Next, the function calculates the size of the array needed to store the result of the squaring operation. If the size of the array is greater than the current size of the BIGNUM structure pointed to by a, the function expands the BIGNUM structure using the bn_expand2() function. The function then performs the squaring operation on the input integer array using a precomputed table of squaring values. The result is stored in the BIGNUM structure pointed to by a. Finally, the function sets the top field of the BIGNUM structure to the correct value by checking the most significant word of the BIGNUM structure for non-zero values."
openssl-101f,O3,arm,bn_GF2m_mul_2x2,./data/decomp/openssl-101f_arm_gcc_O3_extraction/bn_GF2m_mul_2x2@00122700.c,"The function `bn_GF2m_mul_2x2` takes in five parameters, performs bitwise operations on the results of either `mul_1x1_neon` or `mul_1x1_ialu` depending on a certain bit in memory, and returns an `ulonglong` value. The function does not have any side effects. The parameters are all of type `undefined4` except for `param_1` which is of type `ulonglong`."
openssl-101f,O3,arm,BN_kronecker,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BN_kronecker@0011ef30.c,"The BN_kronecker function computes the Kronecker symbol of two BIGNUMs, a and b, using the binary algorithm. The Kronecker symbol extends the Legendre symbol to all odd integers a and all odd integers b. The function first initializes two BIGNUM variables, a_00 and a_01, and then checks if a_01 is not null. If a_01 is null, the function returns an error code. Otherwise, it copies the values of a and b into a_00 and a_01, respectively. Next, the function checks if a_01 is zero. If it is, it calculates the Kronecker symbol using the value of a_00. If a_01 is not zero, the function checks if a_00 is negative or less than 1. If."
openssl-101f,O3,arm,by_dir_entry_free,./data/decomp/openssl-101f_arm_gcc_O3_extraction/by_dir_entry_free@000cf7d4.c,"The function ""by_dir_entry_free"" frees memory pointed to by a void pointer parameter, a stack pointer parameter, and the parameter itself using various functions. It also checks for NULL values before freeing memory."
openssl-101f,O3,arm,d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS,./data/decomp/openssl-101f_arm_gcc_O3_extraction/d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS@0011b23c.c,"The function takes in three parameters: a pointer to an ASN1_VALUE object (param_1), a pointer to a uchar object (param_2), and a long integer (param_3). The function then calls the ASN1_item_d2i function to decode the uchar data pointed to by param_2 into an ASN1_VALUE object pointed to by param_1. The third parameter, param_3, is the length of the uchar data. The ASN1_ITEM pointer passed to the ASN1_item_d2i function is PTR_GOST_CLIENT_KEY_EXCHANGE_PARAMS_it_0011b244, which is likely a pointer to an ASN1_ITEM structure defining the format of the GOST client key exchange parameters. Finally, the function returns without any explicit return value."
openssl-101f,O3,arm,d2i_GOST_KEY_PARAMS,./data/decomp/openssl-101f_arm_gcc_O3_extraction/d2i_GOST_KEY_PARAMS@0011b1dc.c,"The ""d2i_GOST_KEY_PARAMS"" function converts DER-encoded data to an internal representation of GOST KEY PARAMETERS. It takes a pointer to an ASN1_VALUE, a pointer to a uchar array, and the length of the uchar array as arguments. The function uses the ""ASN1_item_d2i"" function with the ""PTR_GOST_KEY_PARAMS_it_0011b1e4"" argument to perform the conversion. The function returns nothing (void)."
openssl-101f,O3,arm,decode_gost_algor_params,./data/decomp/openssl-101f_arm_gcc_O3_extraction/decode_gost_algor_params@00119d30.c,"The function decodes the algorithm parameters for a GOST key from an X509_ALGOR structure and assigns them to an EVP_PKEY structure. It extracts the algorithm parameters from the X509_ALGOR structure, converts the algorithm OID to a NID, and creates a new EC_KEY or DSA structure if the NID corresponds to a GOST key algorithm (0x32b or 0x32c). The key structure is then filled with the decoded algorithm parameters using either the fill_GOST2001_params or fill_GOST94_params functions. If there is an error during the decoding process, it calls the ERR_GOST_error function and returns a NULL pointer. Finally, it returns a pointer to the decoded algorithm parameters."
openssl-101f,O3,arm,DES_xcbc_encrypt,./data/decomp/openssl-101f_arm_gcc_O3_extraction/DES_xcbc_encrypt@0011e488.c,"The functions are both implementations of the DES algorithm with different modes of operation. The first function, `DES_xcbc_encrypt`, performs an XCBC encryption on the input buffer using the DES algorithm and stores the result in the output buffer. It takes in an input buffer `input`, an output buffer `output`, a length `length`, a DES key schedule `schedule`, an initialization vector `ivec`, and two constant DES cblocks `inw` and `outw`. The second function is an implementation of the Cipher Block Chaining (CBC) mode of the Data Encryption Standard (DES) algorithm. It takes an input plaintext, a key, an initialization vector (IV), and a length as arguments and returns the corresponding ciphertext. The function first sets up the DES key schedule using the provided key. It then processes the input plaintext in blocks of 8 bytes each, XORing each block with the previous block's ciphertext (or the IV for the first block), encrypting the result using DES, and outputting the resulting ciphertext. The function also updates the IV for the next block by XORing it with the previous block's ciphertext. If the input length is not a multiple of 8, the function pads the last block with zeros and processes it as usual. Finally, the function returns the updated IV for the next encryption operation."
openssl-101f,O3,arm,dgram_ctrl,./data/decomp/openssl-101f_arm_gcc_O3_extraction/dgram_ctrl@000a4f0c.c,"The two functions take in different parameters and perform different actions based on the values of those parameters. However, both functions use a switch statement to determine their actions and have a default case where they set a parameter to 0 and return if the input value is not one of the expected values. Additionally, the second function has a security feature that checks for stack buffer overflows."
openssl-101f,O3,arm,dlfcn_bind_func,./data/decomp/openssl-101f_arm_gcc_O3_extraction/dlfcn_bind_func@00121a68.c,"The function takes two integer parameters and checks if they are both non-zero. If they are, it initializes a void pointer variable. It then checks the number of elements in a stack pointed to by the first parameter and retrieves the last element if it exists. If the retrieved element is NULL, it calls ERR_put_error with an error code and additional information. If it is not NULL, the function calls the dlsym function with the retrieved element and the second parameter."
openssl-101f,O3,arm,dlfcn_bind_var,./data/decomp/openssl-101f_arm_gcc_O3_extraction/dlfcn_bind_var@00121b3c.c,"The function takes two integer parameters, param_1 and param_2. If both parameters are not equal to zero, the function attempts to retrieve a symbol from a shared library using dlsym(). If there are no shared libraries loaded, it adds an error message to the error stack using ERR_put_error(). If the symbol cannot be found, an error message is added to the error stack using ERR_put_error() and dlerror() is called to retrieve the error message from dlsym(). Finally, the function returns a pointer to the symbol if it was found, or NULL if there was an error. If either parameter is equal to zero, an error is returned."
openssl-101f,O3,arm,dlfcn_globallookup,./data/decomp/openssl-101f_arm_gcc_O3_extraction/dlfcn_globallookup@00121880.c,"This function uses the dlfcn library to dynamically load a shared object file and lookup a symbol within it. It takes four parameters, but only uses the first and third. It first calls dlopen with a null pointer as the filename and a flag indicating that the symbols should be made available for global symbol resolution. It then calls dlsym with the handle returned by dlopen and the first parameter passed to the function, which is the name of the symbol to look up. If dlsym successfully finds the symbol, it returns a pointer to the symbol's value. The function then calls dlclose to unload the shared object file and returns the value of the symbol. If either dlopen or dlsym fail, the function returns 0."
openssl-101f,O3,arm,ec_GFp_mont_field_encode,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_mont_field_encode@00120c80.c,"The function takes four parameters: an integer, a BIGNUM pointer, another BIGNUM pointer, and a BN_CTX pointer. It returns an integer. The function first initializes a BN_MONT_CTX pointer, ""mont"", by dereferencing the value at the address (param_1 + 0xa0). If ""mont"" is not NULL, the function computes the Montgomery encoding of param_3 using the Montgomery reduction factor ""RR"" stored in ""mont"", and stores the result in param_2 using the BN_mod_mul_montgomery() function. If ""mont"" is NULL, the function generates an error message using the ERR_put_error() function and returns 0."
openssl-101f,O3,arm,ec_GFp_mont_field_sqr,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_mont_field_sqr@00120c48.c,"The function takes four parameters: an integer, a BIGNUM pointer, another BIGNUM pointer, and a BN_CTX pointer. It returns an integer. If the BN_MONT_CTX pointer stored at offset 0xa0 in the integer parameter is not null, the function calls the BN_mod_mul_montgomery function with the second and third parameters as inputs, and the BN_MONT_CTX pointer as the Montgomery context. The result of the multiplication is stored in the second parameter and returned. If the BN_MONT_CTX pointer is null, the function reports an error using the ERR_put_error function and returns 0."
openssl-101f,O3,arm,ec_GFp_mont_group_init,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_mont_group_init@00120a24.c,"The function initializes a Montgomery group for ECC using `param_1`. It initializes a simple ECC group, sets two values to zero, and returns."
openssl-101f,O3,arm,ec_GFp_simple_get_Jprojective_coordinates_GFp,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_simple_get_Jprojective_coordinates_GFp@00122b5c.c,"The function takes in six parameters: an integer pointer, an integer, and four BIGNUM pointers. It returns a BIGNUM pointer. If the integer pointer's field is zero, it copies the second and third BIGNUM pointers into the fourth and fifth pointers, respectively. If the fifth pointer is not null, it also copies the sixth BIGNUM pointer into it. If any of these copy operations fails, the function returns null. Otherwise, it returns a pointer to the value 1. If the field in the integer pointer is not zero, the function creates a new BN_CTX object and assigns it to the sixth parameter. If this parameter is already non-null, it is used instead. The function then calls a function pointer stored in the integer pointer, passing in the second and fourth BIGNUM pointers, as well as the sixth parameter."
openssl-101f,O3,arm,ec_GFp_simple_group_check_discriminant,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_simple_group_check_discriminant@00122c6c.c,"The function checks the validity of the discriminant for a given elliptic curve group by computing the discriminant using a formula and checking if the result is non-zero. It takes an integer array of elliptic curve parameters and a BN_CTX structure as input, and creates one if not provided. The function initializes BIGNUM variables using BN_CTX_get() and copies the elliptic curve coefficients into these variables. It then computes the discriminant using several OpenSSL functions."
openssl-101f,O3,arm,ec_GFp_simple_group_clear_finish,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_simple_group_clear_finish@00122914.c,"The function clears/free BIGNUM variables stored at offsets 0x48, 0x74, and 0x88 within a structure that is passed as an integer parameter, and returns without any value."
openssl-101f,O3,arm,ec_GFp_simple_group_copy,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_simple_group_copy@001232e8.c,"The function ec_GFp_simple_group_copy takes two pointers to structures representing elliptic curve groups and returns a pointer to a BIGNUM structure. It copies the BIGNUM values from param_2 to param_1 for three different fields using the BN_copy function. If all three copies are successful, the function returns a pointer to a BIGNUM structure with value 1, otherwise it returns a null pointer."
openssl-101f,O3,arm,ec_GFp_simple_group_get_degree,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_simple_group_get_degree@00122954.c,"The function takes an integer parameter and calls the OpenSSL function BN_num_bits() on a BIGNUM structure located at an offset of 0x48 bytes from the start of the group structure. The function then returns without doing anything with the result. The BIGNUM likely represents the order of the elliptic curve group and the BN_num_bits() function returns the number of bits in the BIGNUM, which is equivalent to the degree of the elliptic curve group."
openssl-101f,O3,arm,ec_GFp_simple_group_set_curve,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_simple_group_set_curve@0012335c.c,"The `ec_GFp_simple_group_set_curve` function takes in five parameters: `param_1`, `param_2`, `param_3`, `param_4`, and `param_5`. The first parameter is a pointer to an array of integers containing various parameters related to the elliptic curve. The second parameter is a pointer to a `BIGNUM` representing the prime modulus of the field over which the elliptic curve is defined. The third parameter is a pointer to a `BIGNUM` representing the coefficient `a` of the elliptic curve equation `y^2 = x^3 + ax + b`. The fourth parameter is a pointer to a `BIGNUM` representing the coefficient `b` of the elliptic curve equation. The fifth parameter is a pointer to a `BN_CTX` structure used."
openssl-101f,O3,arm,ec_GFp_simple_invert,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_simple_invert@00123a50.c,"The function checks if a point on an elliptic curve is at infinity or has a zero coordinate. If it does, it returns 1 indicating the inverse does not exist. Otherwise, it calculates the inverse of the point by subtracting the y-coordinate from the order of the curve and returns the result."
openssl-101f,O3,arm,EC_GFp_simple_method,./data/decomp/openssl-101f_arm_gcc_O3_extraction/EC_GFp_simple_method@00124068.c,"The function returns a pointer to an EC_METHOD object, which may be related to elliptic curve cryptography using a simple method for the GFp field. The warning message indicates potential incompatibility with the compiler's calling convention. The contents of the returned pointer, stored in ret_9588, are unclear without additional context."
openssl-101f,O3,arm,ec_GFp_simple_point_copy,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_simple_point_copy@00123324.c,"The function takes two integer parameters and copies three BIGNUM structures from the second parameter to the first parameter at specified offsets. It returns a pointer to the first parameter if the copy is successful, or a null pointer if it fails."
openssl-101f,O3,arm,ec_GFp_simple_point_finish,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_simple_point_finish@001228f4.c,The function frees memory allocated for three BIGNUMs used to represent a point on an elliptic curve by calling BN_free on each pointer. It takes the address of the structure containing the pointers as a parameter and does not return anything.
openssl-101f,O3,arm,ec_GFp_simple_point_get_affine_coordinates,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_simple_point_get_affine_coordinates@00122dd4.c,"The function takes an EC_POINT object and an EC_GROUP object defining the elliptic curve, along with two BIGNUM objects for storing the x and y coordinates and a BN_CTX object for temporary storage. It checks if the input point is at infinity, allocates memory for temporary BIGNUM objects, and computes the x-coordinate of the point in projective coordinates using the EC_METHOD function pointed to by the ""field"" member of the EC_GROUP object. If the function pointer is NULL, it assumes the x-coordinate is already in affine form and copies it directly to the output parameter."
openssl-101f,O3,arm,ec_GFp_simple_point_set_affine_coordinates,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_simple_point_set_affine_coordinates@0012347c.c,"The function takes in an EC_GROUP object, an EC_POINT object, two BIGNUM objects representing the affine coordinates of the point, and a BN_CTX object. If both BIGNUM objects are not null pointers, the function creates a BIGNUM object z with value 1 using BN_value_one(), and then sets the J-projective coordinates of the EC_POINT object using EC_POINT_set_Jprojective_coordinates_GFp() with the affine coordinates and z as inputs. The function returns the result of this operation. If either of the BIGNUM objects are null pointers, the function puts an error message using ERR_put_error() and returns 0."
openssl-101f,O3,arm,encode_gost_algor_params,./data/decomp/openssl-101f_arm_gcc_O3_extraction/encode_gost_algor_params@0011a494.c,"The function encodes the parameters of the GOST algorithm used by an EVP_PKEY object. It creates an empty ASN1_STRING object and a GOST_KEY_PARAMS object, checking if either of these objects cannot be created and returning an error if so. The function then checks the type of the input key, setting the curve name as the first parameter of the GOST_KEY_PARAMS object if it is an EC key, or setting the corresponding NID as the first parameter if it is a GOST R 34.10-2001 key. The second parameter of the GOST_KEY_PARAMS object is set to the OID of the GOST R 34.10-2001 algorithm, and the GOST_KEY_PARAMS object is encoded into the ASN1_STRING."
openssl-101f,O3,arm,get_gost_engine_param,./data/decomp/openssl-101f_arm_gcc_O3_extraction/get_gost_engine_param@0011c1d4.c,"The function takes an integer parameter and returns a character pointer. If the parameter is not equal to zero, it returns a null pointer. Otherwise, it checks if a global variable called ""gost_params"" is null. If it is null, it gets the value of an environment variable called ""CRYPT_PARAMS"" and assigns it to ""gost_params"" using a function called ""BUF_strdup"". Finally, it returns the value of ""gost_params""."
openssl-101f,O3,arm,gost2001_param_encode,./data/decomp/openssl-101f_arm_gcc_O3_extraction/gost2001_param_encode@0011a024.c,The function extracts an EC_KEY object from an EVP_PKEY object representing a public key algorithm. It then gets the associated EC_GROUP object and curve name and converts it to an ASN1_OBJECT object. The ASN1_OBJECT object is encoded into a binary format and stored in the memory location pointed to by the param_2 parameter. The function does not return anything.
openssl-101f,O3,arm,gost_cipher_cleanup,./data/decomp/openssl-101f_arm_gcc_O3_extraction/gost_cipher_cleanup@0011b394.c,"The function takes an integer parameter (param_1) and performs cleanup for a GOST cipher implementation. It calls the function gost_destroy to destroy the cipher context and free memory, sets a memory location to zero, and returns the value 1."
openssl-101f,O3,arm,gost_cipher_ctl,./data/decomp/openssl-101f_arm_gcc_O3_extraction/gost_cipher_ctl@0011b7dc.c,"The `gost_cipher_ctl` function takes four arguments: `param_1`, `param_2`, `param_3`, and `param_4`. 

If `param_2` is equal to 6, the function generates a random sequence of bytes using the `RAND_bytes` function and stores it in the memory pointed to by `param_4`. The number of bytes generated is determined by the integer value stored at the memory location `param_1 + 0x58`. If the `RAND_bytes` function returns a value greater than 0, the function returns 1. Otherwise, it calls the `ERR_GOST_error` function with error codes 0x6f and 0x7b, and returns -1.

If `param_2` is equal to 7, the function checks if `param_4` is not equal to null. If it is not null, the function stores the value 0x32a in the memory."
openssl-101f,O3,arm,gost_cipher_do_cnt,./data/decomp/openssl-101f_arm_gcc_O3_extraction/gost_cipher_do_cnt@0011b4ac.c,"The first function implements the GOST cipher algorithm in Counter (CTR) mode. It takes in a GOST context pointer, input buffer pointer, output buffer pointer, and an initialization vector (IV) or counter pointer. It checks if the IV/counter pointer is null and sets it to a default value if needed. Then, it processes the input buffer using the GOST block cipher algorithm in CTR mode, XORing the input block with the output of the algorithm using the current IV/counter value.

The second function takes in four parameters and checks if param_4 is less than or equal to 2. If so, it returns 0. If param_4 is greater than 2, it enters a loop and XORs two bytes from param_1 and param_3, storing the result in param_2. If the loop has not completed all iterations, it XORs two more bytes and stores the result. Finally, it sets a value in param_1 and returns 1."
openssl-101f,O3,arm,gost_cipher_init,./data/decomp/openssl-101f_arm_gcc_O3_extraction/gost_cipher_init@0011c020.c,"The `gost_cipher_init` function initializes the GOST encryption algorithm context with a pointer to the `EVP_CIPHER_CTX` structure, key length, and initialization vector. It checks if the `app_data` field of the `EVP_CIPHER_CTX` structure is NULL and gets the GOST engine parameter from the `get_gost_engine_param` function. If the parameter is not found, it uses the default parameter set `PTR_Gost28147_CryptoProParamSetA_00195aa0`. Otherwise, it looks up the parameter set based on the parameter name using the `OBJ_txt2nid` function. If the parameter name is not found, it returns 0. Finally, it initializes the `cipher_data` field of the `EVP_CIPHER_CTX` structure with the parameter."
openssl-101f,O3,arm,GOST_CIPHER_PARAMS_new,./data/decomp/openssl-101f_arm_gcc_O3_extraction/GOST_CIPHER_PARAMS_new@0011b224.c,The function creates a new instance of GOST_CIPHER_PARAMS using ASN1_item_new() with PTR_GOST_CIPHER_PARAMS_it_0011b22c as its structure pointer. It has no arguments and returns void.
