g0_sw,g0_op,g0_arch,g0_func,g0_filename,g1_sw,g1_op,g1_arch,g1_func,g1_filename,ground_truth
openssl-101f,O1,x86,4,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BIO_asn1_get_suffix@081e5580.c,openssl-101u,O0,mips,4,./data/decomp/openssl-101u_mips_gcc_O0_extraction/BIO_asn1_get_suffix@0062ada0.c,1
openssl-101f,O1,x86,5,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BIO_asn1_set_prefix@081e5480.c,openssl-101u,O3,mips,5,./data/decomp/openssl-101u_mips_gcc_O3_extraction/BIO_asn1_set_prefix@0062ac2c.c,1
openssl-101f,O1,x86,73,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_get0_nist_prime_224@081e55f0.c,openssl-101f,O3,mips,73,./data/decomp/openssl-101f_mips_gcc_O3_extraction/BN_get0_nist_prime_224@0062b7cc.c,1
openssl-101f,O1,x86,74,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_get0_nist_prime_384@081e5610.c,openssl-101u,O3,mips,74,./data/decomp/openssl-101u_mips_gcc_O3_extraction/BN_get0_nist_prime_384@0062ae64.c,1
openssl-101f,O1,x86,6,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_add@081df9d0.c,openssl-101u,O0,x86,6,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_GF2m_add@081dfc60.c,1
openssl-101f,O1,x86,4,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BIO_asn1_get_suffix@081e5580.c,openssl-101u,O0,x86,60,./data/decomp/openssl-101u_x86_gcc_O0_extraction/pub_encode_gost94@081d92d0.c,0
openssl-101f,O1,x86,5,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BIO_asn1_set_prefix@081e5480.c,openssl-101f,O1,arm,60,./data/decomp/openssl-101f_arm_gcc_O1_extraction/pub_encode_gost94@0011a7fc.c,0
openssl-101f,O1,x86,73,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_get0_nist_prime_224@081e55f0.c,openssl-101u,O1,arm,29,./data/decomp/openssl-101u_arm_gcc_O1_extraction/ec_GFp_simple_group_check_discriminant@0012194c.c,0
openssl-101f,O1,x86,74,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_get0_nist_prime_384@081e5610.c,openssl-101u,O3,mips,26,./data/decomp/openssl-101u_mips_gcc_O3_extraction/ec_GFp_mont_field_sqr@00627294.c,0
openssl-101f,O1,x86,6,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_add@081df9d0.c,openssl-101f,O3,x86,80,./data/decomp/openssl-101f_x86_gcc_O3_extraction/ec_GFp_nist_group_set_curve@081e29c0.c,0
openssl-101f,O1,x86,7,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod@081dfb70.c,openssl-101u,O3,mips,7,./data/decomp/openssl-101u_mips_gcc_O3_extraction/BN_GF2m_mod@00623cb4.c,1
openssl-101f,O1,x86,8,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_arr@081dfad0.c,openssl-101u,O0,x86,8,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_GF2m_mod_arr@081dfd60.c,1
openssl-101f,O1,x86,9,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_div@081e1450.c,openssl-101f,O3,x86,9,./data/decomp/openssl-101f_x86_gcc_O3_extraction/BN_GF2m_mod_div@081e1450.c,1
openssl-101f,O1,x86,10,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_div_arr@081e1600.c,openssl-101f,O3,arm,10,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BN_GF2m_mod_div_arr@0012031c.c,1
openssl-101f,O1,x86,11,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_mul@081e0b40.c,openssl-101f,O2,mips,11,./data/decomp/openssl-101f_mips_gcc_O2_extraction/BN_GF2m_mod_mul@006256f0.c,1
openssl-101f,O1,x86,7,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod@081dfb70.c,openssl-101u,O3,arm,27,./data/decomp/openssl-101u_arm_gcc_O3_extraction/ec_GFp_mont_group_init@0011f6c4.c,0
openssl-101f,O1,x86,8,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_arr@081dfad0.c,openssl-101f,O2,mips,49,./data/decomp/openssl-101f_mips_gcc_O2_extraction/GOST_KEY_TRANSPORT_free@0061cb48.c,0
openssl-101f,O1,x86,9,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_div@081e1450.c,openssl-101u,O1,arm,27,./data/decomp/openssl-101u_arm_gcc_O1_extraction/ec_GFp_mont_group_init@0011f6c4.c,0
openssl-101f,O1,x86,10,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_div_arr@081e1600.c,openssl-101f,O0,arm,66,./data/decomp/openssl-101f_arm_gcc_O0_extraction/start_hash@0011cbf0.c,0
openssl-101f,O1,x86,11,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_mul@081e0b40.c,openssl-101u,O2,x86,82,./data/decomp/openssl-101u_x86_gcc_O2_extraction/gost_cipher_do_cnt@081da310.c,0
openssl-101f,O1,x86,12,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_mul_arr@081dff10.c,openssl-101f,O3,mips,12,./data/decomp/openssl-101f_mips_gcc_O3_extraction/BN_GF2m_mod_mul_arr@00624b58.c,1
openssl-101f,O1,x86,13,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_sqr@081e0c90.c,openssl-101u,O2,x86,13,./data/decomp/openssl-101u_x86_gcc_O2_extraction/BN_GF2m_mod_sqr@081e0f10.c,1
openssl-101f,O1,x86,14,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_sqrt@081e1c00.c,openssl-101f,O1,arm,14,./data/decomp/openssl-101f_arm_gcc_O1_extraction/BN_GF2m_mod_sqrt@0012057c.c,1
openssl-101f,O1,x86,15,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_sqr_arr@081dfcf0.c,openssl-101f,O3,x86,15,./data/decomp/openssl-101f_x86_gcc_O3_extraction/BN_GF2m_mod_sqr_arr@081dfcf0.c,1
openssl-101f,O1,x86,17,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_kronecker@081dec60.c,openssl-101u,O3,arm,17,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_kronecker@0011dba4.c,1
openssl-101f,O1,x86,12,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_mul_arr@081dff10.c,openssl-101u,O2,arm,32,./data/decomp/openssl-101u_arm_gcc_O2_extraction/ec_GFp_simple_group_get_degree@00121634.c,0
openssl-101f,O1,x86,13,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_sqr@081e0c90.c,openssl-101f,O0,x86,82,./data/decomp/openssl-101f_x86_gcc_O0_extraction/gost_cipher_do_cnt@081da0c0.c,0
openssl-101f,O1,x86,14,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_sqrt@081e1c00.c,openssl-101u,O0,arm,6,./data/decomp/openssl-101u_arm_gcc_O0_extraction/BN_GF2m_add@0011e2e0.c,0
openssl-101f,O1,x86,15,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod_sqr_arr@081dfcf0.c,openssl-101f,O3,mips,32,./data/decomp/openssl-101f_mips_gcc_O3_extraction/ec_GFp_simple_group_get_degree@0062dbb4.c,0
openssl-101f,O1,x86,17,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_kronecker@081dec60.c,openssl-101f,O3,arm,29,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_simple_group_check_discriminant@00122c6c.c,0
openssl-101f,O1,x86,75,./data/decomp/openssl-101f_x86_gcc_O1_extraction/by_dir_entry_free@08168760.c,openssl-101f,O3,x86,75,./data/decomp/openssl-101f_x86_gcc_O3_extraction/by_dir_entry_free@08168760.c,1
openssl-101f,O1,x86,76,./data/decomp/openssl-101f_x86_gcc_O1_extraction/cswift_rand_bytes@081a0320.c,openssl-101u,O3,x86,76,./data/decomp/openssl-101u_x86_gcc_O3_extraction/cswift_rand_bytes@0819edc0.c,1
openssl-101f,O1,x86,18,./data/decomp/openssl-101f_x86_gcc_O1_extraction/d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS@081d9cf0.c,openssl-101f,O3,x86,18,./data/decomp/openssl-101f_x86_gcc_O3_extraction/d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS@081d9cf0.c,1
openssl-101f,O1,x86,19,./data/decomp/openssl-101f_x86_gcc_O1_extraction/d2i_GOST_KEY_PARAMS@081d9bf0.c,openssl-101u,O3,arm,19,./data/decomp/openssl-101u_arm_gcc_O3_extraction/d2i_GOST_KEY_PARAMS@00119e6c.c,1
openssl-101f,O1,x86,20,./data/decomp/openssl-101f_x86_gcc_O1_extraction/decode_gost_algor_params@081d78c0.c,openssl-101f,O3,arm,20,./data/decomp/openssl-101f_arm_gcc_O3_extraction/decode_gost_algor_params@00119d30.c,1
openssl-101f,O1,x86,75,./data/decomp/openssl-101f_x86_gcc_O1_extraction/by_dir_entry_free@08168760.c,openssl-101f,O3,mips,72,./data/decomp/openssl-101f_mips_gcc_O3_extraction/aep_mod_exp.part.0@005cf33c.c,0
openssl-101f,O1,x86,76,./data/decomp/openssl-101f_x86_gcc_O1_extraction/cswift_rand_bytes@081a0320.c,openssl-101u,O1,arm,49,./data/decomp/openssl-101u_arm_gcc_O1_extraction/GOST_KEY_TRANSPORT_free@00119e00.c,0
openssl-101f,O1,x86,18,./data/decomp/openssl-101f_x86_gcc_O1_extraction/d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS@081d9cf0.c,openssl-101u,O1,mips,73,./data/decomp/openssl-101u_mips_gcc_O1_extraction/BN_get0_nist_prime_224@0062ae4c.c,0
openssl-101f,O1,x86,19,./data/decomp/openssl-101f_x86_gcc_O1_extraction/d2i_GOST_KEY_PARAMS@081d9bf0.c,openssl-101f,O3,arm,60,./data/decomp/openssl-101f_arm_gcc_O3_extraction/pub_encode_gost94@0011a7fc.c,0
openssl-101f,O1,x86,20,./data/decomp/openssl-101f_x86_gcc_O1_extraction/decode_gost_algor_params@081d78c0.c,openssl-101u,O0,x86,95,./data/decomp/openssl-101u_x86_gcc_O0_extraction/doapr_outch.constprop.0@0811a260.c,0
openssl-101f,O1,x86,21,./data/decomp/openssl-101f_x86_gcc_O1_extraction/DES_xcbc_encrypt@081ddf90.c,openssl-101f,O2,arm,21,./data/decomp/openssl-101f_arm_gcc_O2_extraction/DES_xcbc_encrypt@0011e488.c,1
openssl-101f,O1,x86,77,./data/decomp/openssl-101f_x86_gcc_O1_extraction/dgram_ctrl@08120f10.c,openssl-101f,O2,x86,77,./data/decomp/openssl-101f_x86_gcc_O2_extraction/dgram_ctrl@08120f10.c,1
openssl-101f,O1,x86,22,./data/decomp/openssl-101f_x86_gcc_O1_extraction/dlfcn_bind_func@081e4350.c,openssl-101u,O0,x86,22,./data/decomp/openssl-101u_x86_gcc_O0_extraction/dlfcn_bind_func@081e4600.c,1
openssl-101f,O1,x86,23,./data/decomp/openssl-101f_x86_gcc_O1_extraction/dlfcn_bind_var@081e4450.c,openssl-101u,O3,x86,23,./data/decomp/openssl-101u_x86_gcc_O3_extraction/dlfcn_bind_var@081e4700.c,1
openssl-101f,O1,x86,24,./data/decomp/openssl-101f_x86_gcc_O1_extraction/dlfcn_globallookup@081e4070.c,openssl-101f,O2,arm,24,./data/decomp/openssl-101f_arm_gcc_O2_extraction/dlfcn_globallookup@00121880.c,1
openssl-101f,O1,x86,21,./data/decomp/openssl-101f_x86_gcc_O1_extraction/DES_xcbc_encrypt@081ddf90.c,openssl-101u,O3,mips,92,./data/decomp/openssl-101u_mips_gcc_O3_extraction/asn1_bio_write.part.1@0062a7fc.c,0
openssl-101f,O1,x86,77,./data/decomp/openssl-101f_x86_gcc_O1_extraction/dgram_ctrl@08120f10.c,openssl-101f,O3,x86,81,./data/decomp/openssl-101f_x86_gcc_O3_extraction/general_allocate_boolean.constprop.5@081896c0.c,0
openssl-101f,O1,x86,22,./data/decomp/openssl-101f_x86_gcc_O1_extraction/dlfcn_bind_func@081e4350.c,openssl-101u,O1,x86,20,./data/decomp/openssl-101u_x86_gcc_O1_extraction/decode_gost_algor_params@081d79d0.c,0
openssl-101f,O1,x86,23,./data/decomp/openssl-101f_x86_gcc_O1_extraction/dlfcn_bind_var@081e4450.c,openssl-101f,O2,mips,44,./data/decomp/openssl-101f_mips_gcc_O2_extraction/gost_cipher_ctl@0061d874.c,0
openssl-101f,O1,x86,24,./data/decomp/openssl-101f_x86_gcc_O1_extraction/dlfcn_globallookup@081e4070.c,openssl-101f,O2,mips,3,./data/decomp/openssl-101f_mips_gcc_O2_extraction/asn1_bio_write@0062b500.c,0
openssl-101f,O1,x86,25,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_mont_field_encode@081e2870.c,openssl-101f,O0,x86,25,./data/decomp/openssl-101f_x86_gcc_O0_extraction/ec_GFp_mont_field_encode@081e2870.c,1
openssl-101f,O1,x86,26,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_mont_field_sqr@081e2810.c,openssl-101u,O0,mips,26,./data/decomp/openssl-101u_mips_gcc_O0_extraction/ec_GFp_mont_field_sqr@00627294.c,1
openssl-101f,O1,x86,27,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_mont_group_init@081e2420.c,openssl-101u,O0,arm,27,./data/decomp/openssl-101u_arm_gcc_O0_extraction/ec_GFp_mont_group_init@0011f6c4.c,1
openssl-101f,O1,x86,78,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_nist_field_mul@081e2ba0.c,openssl-101f,O0,x86,78,./data/decomp/openssl-101f_x86_gcc_O0_extraction/ec_GFp_nist_field_mul@081e2ba0.c,1
openssl-101f,O1,x86,79,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_nist_group_copy@081e29a0.c,openssl-101f,O2,x86,79,./data/decomp/openssl-101f_x86_gcc_O2_extraction/ec_GFp_nist_group_copy@081e29a0.c,1
openssl-101f,O1,x86,25,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_mont_field_encode@081e2870.c,openssl-101f,O0,mips,92,./data/decomp/openssl-101f_mips_gcc_O0_extraction/asn1_bio_write.part.1@0062b180.c,0
openssl-101f,O1,x86,26,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_mont_field_sqr@081e2810.c,openssl-101u,O3,arm,67,./data/decomp/openssl-101u_arm_gcc_O3_extraction/__aeabi_idivmod@00123244.c,0
openssl-101f,O1,x86,27,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_mont_group_init@081e2420.c,openssl-101u,O1,arm,10,./data/decomp/openssl-101u_arm_gcc_O1_extraction/BN_GF2m_mod_div_arr@0011efbc.c,0
openssl-101f,O1,x86,78,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_nist_field_mul@081e2ba0.c,openssl-101f,O0,mips,58,./data/decomp/openssl-101f_mips_gcc_O0_extraction/pkey_ctrl_gost@0061b6d4.c,0
openssl-101f,O1,x86,79,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_nist_group_copy@081e29a0.c,openssl-101u,O0,mips,39,./data/decomp/openssl-101u_mips_gcc_O0_extraction/ec_GFp_simple_point_set_affine_coordinates@0062eb14.c,0
openssl-101f,O1,x86,80,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_nist_group_set_curve@081e29c0.c,openssl-101u,O1,x86,80,./data/decomp/openssl-101u_x86_gcc_O1_extraction/ec_GFp_nist_group_set_curve@081e2c70.c,1
openssl-101f,O1,x86,28,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_get_Jprojective_coordinates_GFp@081e74d0.c,openssl-101f,O0,mips,28,./data/decomp/openssl-101f_mips_gcc_O0_extraction/ec_GFp_simple_get_Jprojective_coordinates_GFp@0062e000.c,1
openssl-101f,O1,x86,29,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_group_check_discriminant@081e76a0.c,openssl-101u,O2,arm,29,./data/decomp/openssl-101u_arm_gcc_O2_extraction/ec_GFp_simple_group_check_discriminant@0012194c.c,1
openssl-101f,O1,x86,30,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_group_clear_finish@081e7130.c,openssl-101u,O1,arm,30,./data/decomp/openssl-101u_arm_gcc_O1_extraction/ec_GFp_simple_group_clear_finish@001215f4.c,1
openssl-101f,O1,x86,31,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_group_copy@081e8280.c,openssl-101u,O2,arm,31,./data/decomp/openssl-101u_arm_gcc_O2_extraction/ec_GFp_simple_group_copy@00121fc8.c,1
openssl-101f,O1,x86,80,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_nist_group_set_curve@081e29c0.c,openssl-101f,O1,x86,7,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod@081dfb70.c,0
openssl-101f,O1,x86,28,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_get_Jprojective_coordinates_GFp@081e74d0.c,openssl-101u,O3,mips,63,./data/decomp/openssl-101u_mips_gcc_O3_extraction/RSA_verify_PKCS1_PSS@00627a10.c,0
openssl-101f,O1,x86,29,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_group_check_discriminant@081e76a0.c,openssl-101f,O1,mips,81,./data/decomp/openssl-101f_mips_gcc_O1_extraction/general_allocate_boolean.constprop.5@005b32bc.c,0
openssl-101f,O1,x86,30,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_group_clear_finish@081e7130.c,openssl-101u,O3,arm,16,./data/decomp/openssl-101u_arm_gcc_O3_extraction/bn_GF2m_mul_2x2@001213e0.c,0
openssl-101f,O1,x86,31,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_group_copy@081e8280.c,openssl-101u,O3,arm,10,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_div_arr@0011efbc.c,0
openssl-101f,O1,x86,32,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_group_get_degree@081e71a0.c,openssl-101u,O3,arm,32,./data/decomp/openssl-101u_arm_gcc_O3_extraction/ec_GFp_simple_group_get_degree@00121634.c,1
openssl-101f,O1,x86,33,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_group_set_curve@081e8370.c,openssl-101f,O3,mips,33,./data/decomp/openssl-101f_mips_gcc_O3_extraction/ec_GFp_simple_group_set_curve@0062f194.c,1
openssl-101f,O1,x86,34,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_invert@081e90a0.c,openssl-101f,O2,mips,34,./data/decomp/openssl-101f_mips_gcc_O2_extraction/ec_GFp_simple_invert@00630104.c,1
openssl-101f,O1,x86,35,./data/decomp/openssl-101f_x86_gcc_O1_extraction/EC_GFp_simple_method@081e9c60.c,openssl-101f,O2,mips,35,./data/decomp/openssl-101f_mips_gcc_O2_extraction/EC_GFp_simple_method@00630f54.c,1
openssl-101f,O1,x86,36,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_point_copy@081e8300.c,openssl-101u,O3,arm,36,./data/decomp/openssl-101u_arm_gcc_O3_extraction/ec_GFp_simple_point_copy@00122004.c,1
openssl-101f,O1,x86,32,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_group_get_degree@081e71a0.c,openssl-101f,O2,mips,83,./data/decomp/openssl-101f_mips_gcc_O2_extraction/gost_imit_final@0061e800.c,0
openssl-101f,O1,x86,33,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_group_set_curve@081e8370.c,openssl-101f,O2,x86,63,./data/decomp/openssl-101f_x86_gcc_O2_extraction/RSA_verify_PKCS1_PSS@081e2d80.c,0
openssl-101f,O1,x86,34,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_invert@081e90a0.c,openssl-101u,O3,x86,40,./data/decomp/openssl-101u_x86_gcc_O3_extraction/encode_gost_algor_params@081d8c50.c,0
openssl-101f,O1,x86,35,./data/decomp/openssl-101f_x86_gcc_O1_extraction/EC_GFp_simple_method@081e9c60.c,openssl-101u,O2,arm,59,./data/decomp/openssl-101u_arm_gcc_O2_extraction/priv_encode_gost@00119560.c,0
openssl-101f,O1,x86,36,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_point_copy@081e8300.c,openssl-101f,O2,x86,0,./data/decomp/openssl-101f_x86_gcc_O2_extraction/asn1_bio_callback_ctrl@081e4db0.c,0
openssl-101f,O1,x86,37,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_point_finish@081e7100.c,openssl-101f,O2,x86,37,./data/decomp/openssl-101f_x86_gcc_O2_extraction/ec_GFp_simple_point_finish@081e7100.c,1
openssl-101f,O1,x86,38,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_point_get_affine_coordinates@081e7910.c,openssl-101u,O3,x86,38,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_simple_point_get_affine_coordinates@081e7c00.c,1
openssl-101f,O1,x86,39,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_point_set_affine_coordinates@081e85e0.c,openssl-101f,O0,x86,39,./data/decomp/openssl-101f_x86_gcc_O0_extraction/ec_GFp_simple_point_set_affine_coordinates@081e85e0.c,1
openssl-101f,O1,x86,40,./data/decomp/openssl-101f_x86_gcc_O1_extraction/encode_gost_algor_params@081d8ab0.c,openssl-101f,O2,arm,40,./data/decomp/openssl-101f_arm_gcc_O2_extraction/encode_gost_algor_params@0011a494.c,1
openssl-101f,O1,x86,81,./data/decomp/openssl-101f_x86_gcc_O1_extraction/general_allocate_boolean.constprop.5@081896c0.c,openssl-101f,O2,x86,81,./data/decomp/openssl-101f_x86_gcc_O2_extraction/general_allocate_boolean.constprop.5@081896c0.c,1
openssl-101f,O1,x86,37,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_point_finish@081e7100.c,openssl-101f,O2,arm,56,./data/decomp/openssl-101f_arm_gcc_O2_extraction/param_print_gost01@0011ad54.c,0
openssl-101f,O1,x86,38,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_point_get_affine_coordinates@081e7910.c,openssl-101f,O3,arm,69,./data/decomp/openssl-101f_arm_gcc_O3_extraction/__sha256_block_data_order_from_thumb@00124cf0.c,0
openssl-101f,O1,x86,39,./data/decomp/openssl-101f_x86_gcc_O1_extraction/ec_GFp_simple_point_set_affine_coordinates@081e85e0.c,openssl-101f,O2,arm,62,./data/decomp/openssl-101f_arm_gcc_O2_extraction/RSA_padding_add_PKCS1_PSS@001213b0.c,0
openssl-101f,O1,x86,40,./data/decomp/openssl-101f_x86_gcc_O1_extraction/encode_gost_algor_params@081d8ab0.c,openssl-101u,O3,x86,73,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BN_get0_nist_prime_224@081e58e0.c,0
openssl-101f,O1,x86,81,./data/decomp/openssl-101f_x86_gcc_O1_extraction/general_allocate_boolean.constprop.5@081896c0.c,openssl-101u,O0,x86,88,./data/decomp/openssl-101u_x86_gcc_O0_extraction/pkey_free_gost94@081d86c0.c,0
openssl-101f,O1,x86,41,./data/decomp/openssl-101f_x86_gcc_O1_extraction/get_gost_engine_param@081db3b0.c,openssl-101f,O2,x86,41,./data/decomp/openssl-101f_x86_gcc_O2_extraction/get_gost_engine_param@081db3b0.c,1
openssl-101f,O1,x86,42,./data/decomp/openssl-101f_x86_gcc_O1_extraction/gost2001_param_encode@081d7de0.c,openssl-101f,O3,x86,42,./data/decomp/openssl-101f_x86_gcc_O3_extraction/gost2001_param_encode@081d7de0.c,1
openssl-101f,O1,x86,43,./data/decomp/openssl-101f_x86_gcc_O1_extraction/gost_cipher_cleanup@081d9f50.c,openssl-101u,O0,arm,43,./data/decomp/openssl-101u_arm_gcc_O0_extraction/gost_cipher_cleanup@0011a024.c,1
openssl-101f,O1,x86,44,./data/decomp/openssl-101f_x86_gcc_O1_extraction/gost_cipher_ctl@081da4a0.c,openssl-101f,O3,arm,44,./data/decomp/openssl-101f_arm_gcc_O3_extraction/gost_cipher_ctl@0011b7dc.c,1
openssl-101f,O1,x86,82,./data/decomp/openssl-101f_x86_gcc_O1_extraction/gost_cipher_do_cnt@081da0c0.c,openssl-101f,O2,mips,82,./data/decomp/openssl-101f_mips_gcc_O2_extraction/gost_cipher_do_cnt@0061d1dc.c,1
openssl-101f,O1,x86,41,./data/decomp/openssl-101f_x86_gcc_O1_extraction/get_gost_engine_param@081db3b0.c,openssl-101u,O0,arm,4,./data/decomp/openssl-101u_arm_gcc_O0_extraction/BIO_asn1_get_suffix@00121228.c,0
openssl-101f,O1,x86,42,./data/decomp/openssl-101f_x86_gcc_O1_extraction/gost2001_param_encode@081d7de0.c,openssl-101f,O1,arm,43,./data/decomp/openssl-101f_arm_gcc_O1_extraction/gost_cipher_cleanup@0011b394.c,0
openssl-101f,O1,x86,43,./data/decomp/openssl-101f_x86_gcc_O1_extraction/gost_cipher_cleanup@081d9f50.c,openssl-101f,O0,x86,59,./data/decomp/openssl-101f_x86_gcc_O0_extraction/priv_encode_gost@081d91d0.c,0
openssl-101f,O1,x86,44,./data/decomp/openssl-101f_x86_gcc_O1_extraction/gost_cipher_ctl@081da4a0.c,openssl-101u,O1,x86,82,./data/decomp/openssl-101u_x86_gcc_O1_extraction/gost_cipher_do_cnt@081da310.c,0
openssl-101f,O1,x86,82,./data/decomp/openssl-101f_x86_gcc_O1_extraction/gost_cipher_do_cnt@081da0c0.c,openssl-101f,O0,x86,73,./data/decomp/openssl-101f_x86_gcc_O0_extraction/BN_get0_nist_prime_224@081e55f0.c,0
openssl-101f,O1,x86,45,./data/decomp/openssl-101f_x86_gcc_O1_extraction/gost_cipher_init@081db0d0.c,openssl-101u,O0,arm,45,./data/decomp/openssl-101u_arm_gcc_O0_extraction/gost_cipher_init@0011acb0.c,1
openssl-101f,O1,x86,46,./data/decomp/openssl-101f_x86_gcc_O1_extraction/GOST_CIPHER_PARAMS_new@081d9cb0.c,openssl-101f,O3,arm,46,./data/decomp/openssl-101f_arm_gcc_O3_extraction/GOST_CIPHER_PARAMS_new@0011b224.c,1
openssl-101f,O1,x86,83,./data/decomp/openssl-101f_x86_gcc_O1_extraction/gost_imit_final@081dad70.c,openssl-101f,O3,mips,83,./data/decomp/openssl-101f_mips_gcc_O3_extraction/gost_imit_final@0061e800.c,1
openssl-101f,O1,x86,47,./data/decomp/openssl-101f_x86_gcc_O1_extraction/gost_imit_init_cpa@081da430.c,openssl-101u,O2,mips,47,./data/decomp/openssl-101u_mips_gcc_O2_extraction/gost_imit_init_cpa@0061cdfc.c,1
openssl-101f,O1,x86,48,./data/decomp/openssl-101f_x86_gcc_O1_extraction/GOST_KEY_PARAMS_new@081d9c30.c,openssl-101f,O3,arm,48,./data/decomp/openssl-101f_arm_gcc_O3_extraction/GOST_KEY_PARAMS_new@0011b1f4.c,1
