src,f_name,succs,n_num,features,sw,op,arch,file_name
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS,"[[], [0]]",2,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 2, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS@0011b23c.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,d2i_GOST_KEY_PARAMS,"[[], [0]]",2,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 2, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/d2i_GOST_KEY_PARAMS@0011b1dc.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,decode_gost_algor_params,"[[11, 13], [0, 12], [1, 5], [8, 6], [3, 6], [10], [], [10], [7], [14, 7], [], [10, 4], [10], [9, 14], []]",15,"[[1, 0, 10, 0, 0, 11, 0, 0], [1, 0, 12, 0, 0, 11, 0, 0], [6, 0, 14, 0, 0, 15, 0, 0], [1, 0, 4, 0, 0, 8, 0, 0], [0, 0, 5, 0, 0, 4, 0, 0], [4, 0, 1, 0, 0, 7, 0, 0], [3, 0, 0, 0, 0, 8, 0, 0], [1, 0, 1, 0, 0, 2, 0, 0], [0, 0, 2, 0, 0, 1, 0, 0], [1, 0, 3, 0, 0, 8, 0, 0], [1, 0, 0, 0, 0, 2, 0, 0], [2, 0, 6, 0, 0, 4, 0, 0], [5, 0, 1, 0, 0, 8, 0, 0], [0, 0, 4, 0, 0, 4, 0, 0], [3, 0, 0, 0, 0, 8, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/decode_gost_algor_params@00119d30.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,DES_xcbc_encrypt,"[[8], [0], [0], [2], [1, 3, 39, 41, 45, 9, 26], [42], [32, 35, 5, 44, 16, 21, 22, 37], [5], [14], [8], [10, 31], [10], [18], [12, 38], [33], [14], [7], [], [17, 28], [17], [17], [42], [20], [18], [24, 23], [34, 13], [43], [4, 15], [19, 6], [33], [27, 29], [30], [35], [], [11, 30], [37], [2], [7], [24], [40], [43], [40], [44], [36], [20], [36]]",46,"[[1, 0, 3, 0, 0, 3, 0, 0], [1, 0, 4, 0, 0, 3, 0, 0], [1, 0, 4, 0, 0, 3, 0, 0], [1, 0, 5, 0, 0, 3, 0, 0], [0, 0, 15, 0, 0, 1, 0, 0], [2, 0, 4, 0, 0, 3, 0, 0], [0, 0, 12, 0, 0, 1, 0, 0], [1, 0, 5, 0, 0, 2, 0, 0], [0, 0, 2, 0, 0, 2, 0, 0], [1, 0, 3, 0, 0, 3, 0, 0], [4, 0, 22, 0, 0, 51, 0, 0], [2, 0, 22, 0, 0, 13, 0, 0], [0, 0, 16, 0, 0, 3, 0, 0], [2, 0, 20, 0, 0, 20, 0, 0], [8, 0, 1, 0, 0, 36, 0, 0], [1, 0, 2, 0, 0, 3, 0, 0], [0, 0, 6, 0, 0, 2, 0, 0], [4, 0, 0, 0, 0, 16, 0, 0], [1, 0, 15, 0, 0, 2, 0, 0], [0, 0, 1, 0, 0, 3, 0, 0], [0, 0, 1, 0, 0, 3, 0, 0], [0, 0, 4, 0, 0, 2, 0, 0], [0, 0, 2, 0, 0, 2, 0, 0], [3, 0, 16, 0, 0, 15, 0, 0], [4, 0, 18, 0, 0, 55, 0, 0], [5, 0, 45, 0, 0, 48, 0, 0], [1, 0, 7, 0, 0, 2, 0, 0], [3, 0, 17, 0, 0, 6, 0, 0], [5, 0, 14, 0, 0, 42, 0, 0], [6, 0, 1, 0, 0, 8, 0, 0], [1, 0, 19, 0, 0, 2, 0, 0], [3, 0, 20, 0, 0, 13, 0, 0], [2, 0, 8, 0, 0, 3, 0, 0], [1, 0, 0, 0, 0, 10, 0, 0], [3, 0, 23, 0, 0, 19, 0, 0], [2, 0, 7, 0, 0, 3, 0, 0], [2, 0, 5, 0, 0, 3, 0, 0], [2, 0, 6, 0, 0, 3, 0, 0], [4, 0, 18, 0, 0, 12, 0, 0], [2, 0, 8, 0, 0, 3, 0, 0], [1, 0, 7, 0, 0, 3, 0, 0], [1, 0, 8, 0, 0, 2, 0, 0], [2, 0, 3, 0, 0, 3, 0, 0], [1, 0, 6, 0, 0, 3, 0, 0], [2, 0, 2, 0, 0, 3, 0, 0], [1, 0, 6, 0, 0, 2, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/DES_xcbc_encrypt@0011e488.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,dlfcn_bind_func,"[[6], [0, 3], [8, 6], [2, 7], [1, 5], [], [], [6], [6]]",9,"[[6, 0, 1, 0, 0, 10, 0, 0], [1, 0, 6, 0, 0, 4, 0, 0], [0, 0, 2, 0, 0, 4, 0, 0], [1, 0, 4, 0, 0, 8, 0, 0], [5, 0, 8, 0, 0, 11, 0, 0], [8, 0, 0, 0, 0, 11, 0, 0], [1, 0, 0, 0, 0, 2, 0, 0], [6, 0, 1, 0, 0, 10, 0, 0], [11, 0, 1, 0, 0, 19, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/dlfcn_bind_func@00121a68.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,dlfcn_bind_var,"[[8], [0, 8], [8], [1, 2], [3, 7], [4, 6], [], [8], []]",9,"[[11, 0, 1, 0, 0, 19, 0, 0], [0, 0, 2, 0, 0, 4, 0, 0], [6, 0, 1, 0, 0, 10, 0, 0], [1, 0, 4, 0, 0, 8, 0, 0], [1, 0, 6, 0, 0, 4, 0, 0], [5, 0, 8, 0, 0, 11, 0, 0], [8, 0, 0, 0, 0, 11, 0, 0], [6, 0, 1, 0, 0, 10, 0, 0], [1, 0, 0, 0, 0, 2, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/dlfcn_bind_var@00121b3c.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,dlfcn_globallookup,"[[], [0], [0], [1, 2]]",4,"[[0, 0, 0, 0, 0, 2, 0, 0], [0, 0, 1, 0, 0, 2, 0, 0], [0, 0, 1, 0, 0, 5, 0, 0], [2, 0, 3, 0, 0, 7, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/dlfcn_globallookup@00121880.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,ec_GFp_mont_field_encode,"[[1, 2], [], []]",3,"[[1, 0, 2, 0, 0, 4, 0, 0], [7, 0, 0, 0, 0, 11, 0, 0], [2, 0, 0, 0, 0, 8, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/ec_GFp_mont_field_encode@00120c80.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,ec_GFp_mont_field_sqr,"[[1, 2], [], []]",3,"[[1, 0, 2, 0, 0, 4, 0, 0], [1, 0, 0, 0, 0, 7, 0, 0], [7, 0, 0, 0, 0, 11, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/ec_GFp_mont_field_sqr@00120c48.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,ec_GFp_mont_group_init,[[]],1,"[[1, 0, 0, 0, 0, 7, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/ec_GFp_mont_group_init@00120a24.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,ec_GFp_simple_get_Jprojective_coordinates_GFp,"[[2, 10], [0, 19], [16, 10], [17, 5], [17, 3], [7], [18, 5], [11, 20], [7], [16, 14], [9, 14], [13], [11, 20], [], [13, 15], [13], [13], [18, 6], [8, 12], [4, 21], [], [20, 22], [4]]",23,"[[0, 0, 7, 0, 0, 1, 0, 0], [2, 0, 22, 0, 0, 10, 0, 0], [1, 0, 6, 0, 0, 4, 0, 0], [1, 0, 10, 0, 0, 8, 0, 0], [0, 0, 11, 0, 0, 1, 0, 0], [1, 0, 4, 0, 0, 1, 0, 0], [2, 0, 8, 0, 0, 9, 0, 0], [1, 0, 3, 0, 0, 2, 0, 0], [1, 0, 4, 0, 0, 2, 0, 0], [1, 0, 4, 0, 0, 4, 0, 0], [1, 0, 5, 0, 0, 2, 0, 0], [0, 0, 1, 0, 0, 3, 0, 0], [3, 0, 3, 0, 0, 12, 0, 0], [1, 0, 0, 0, 0, 2, 0, 0], [2, 0, 2, 0, 0, 4, 0, 0], [3, 0, 1, 0, 0, 7, 0, 0], [1, 0, 1, 0, 0, 2, 0, 0], [1, 0, 9, 0, 0, 2, 0, 0], [1, 0, 6, 0, 0, 3, 0, 0], [2, 0, 14, 0, 0, 3, 0, 0], [1, 0, 0, 0, 0, 3, 0, 0], [1, 0, 13, 0, 0, 6, 0, 0], [0, 0, 12, 0, 0, 2, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/ec_GFp_simple_get_Jprojective_coordinates_GFp@00122b5c.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,ec_GFp_simple_group_check_discriminant,"[[19], [0, 21], [6, 15], [2, 15], [8, 24], [8, 4], [15, 7], [9, 15], [10, 15], [13, 15], [11, 14], [18, 15], [3, 15], [19], [16, 15], [19], [1, 15], [15], [17, 1], [22, 23], [19], [12, 20], [23], [], [23]]",25,"[[2, 0, 3, 0, 0, 5, 0, 0], [0, 0, 14, 0, 0, 2, 0, 0], [2, 0, 8, 0, 0, 6, 0, 0], [1, 0, 9, 0, 0, 8, 0, 0], [1, 0, 23, 0, 0, 5, 0, 0], [3, 0, 24, 0, 0, 7, 0, 0], [1, 0, 7, 0, 0, 7, 0, 0], [2, 0, 6, 0, 0, 5, 0, 0], [0, 0, 21, 0, 0, 17, 0, 0], [1, 0, 5, 0, 0, 8, 0, 0], [1, 0, 20, 0, 0, 4, 0, 0], [2, 0, 17, 0, 0, 5, 0, 0], [2, 0, 10, 0, 0, 8, 0, 0], [2, 0, 3, 0, 0, 5, 0, 0], [1, 0, 16, 0, 0, 6, 0, 0], [1, 0, 3, 0, 0, 1, 0, 0], [1, 0, 15, 0, 0, 9, 0, 0], [0, 0, 4, 0, 0, 1, 0, 0], [2, 0, 16, 0, 0, 5, 0, 0], [0, 0, 2, 0, 0, 3, 0, 0], [1, 0, 3, 0, 0, 2, 0, 0], [0, 0, 12, 0, 0, 2, 0, 0], [0, 0, 1, 0, 0, 2, 0, 0], [1, 0, 0, 0, 0, 3, 0, 0], [6, 0, 1, 0, 0, 10, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/ec_GFp_simple_group_check_discriminant@00122c6c.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,ec_GFp_simple_group_clear_finish,"[[], [0]]",2,"[[0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 1, 0, 0, 9, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/ec_GFp_simple_group_clear_finish@00122914.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,ec_GFp_simple_group_copy,"[[], [0, 2], [0, 3], [4, 5], [5], []]",6,"[[1, 0, 0, 0, 0, 2, 0, 0], [2, 0, 5, 0, 0, 7, 0, 0], [2, 0, 4, 0, 0, 4, 0, 0], [2, 0, 2, 0, 0, 4, 0, 0], [1, 0, 1, 0, 0, 3, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/ec_GFp_simple_group_copy@001232e8.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,ec_GFp_simple_group_get_degree,"[[], [0]]",2,"[[0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 2, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/ec_GFp_simple_group_get_degree@00122954.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,ec_GFp_simple_group_set_curve,"[[2, 4], [0, 2], [7], [1, 2], [8, 16], [], [5, 22], [5], [20, 12], [8], [20, 13], [10, 14], [17, 20], [20, 15], [20, 13], [18, 19], [9, 7], [11, 20], [19, 20], [20, 21], [6], [6], []]",23,"[[1, 0, 20, 0, 0, 4, 0, 0], [1, 0, 21, 0, 0, 3, 0, 0], [6, 0, 2, 0, 0, 8, 0, 0], [2, 0, 22, 0, 0, 11, 0, 0], [2, 0, 18, 0, 0, 3, 0, 0], [1, 0, 0, 0, 0, 2, 0, 0], [1, 0, 2, 0, 0, 5, 0, 0], [1, 0, 1, 0, 0, 1, 0, 0], [0, 0, 14, 0, 0, 6, 0, 0], [0, 0, 15, 0, 0, 2, 0, 0], [2, 0, 9, 0, 0, 5, 0, 0], [0, 0, 11, 0, 0, 3, 0, 0], [1, 0, 13, 0, 0, 5, 0, 0], [2, 0, 8, 0, 0, 8, 0, 0], [1, 0, 9, 0, 0, 6, 0, 0], [0, 0, 7, 0, 0, 3, 0, 0], [1, 0, 17, 0, 0, 4, 0, 0], [1, 0, 12, 0, 0, 9, 0, 0], [1, 0, 6, 0, 0, 7, 0, 0], [2, 0, 5, 0, 0, 5, 0, 0], [1, 0, 3, 0, 0, 1, 0, 0], [2, 0, 3, 0, 0, 8, 0, 0], [1, 0, 0, 0, 0, 5, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/ec_GFp_simple_group_set_curve@0012335c.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,ec_GFp_simple_invert,"[[3], [0, 4], [1, 4], [], []]",5,"[[2, 0, 1, 0, 0, 5, 0, 0], [0, 0, 3, 0, 0, 2, 0, 0], [0, 0, 4, 0, 0, 5, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 2, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/ec_GFp_simple_invert@00123a50.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,EC_GFp_simple_method,[[]],1,"[[1, 0, 0, 0, 0, 2, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/EC_GFp_simple_method@00124068.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,ec_GFp_simple_point_copy,"[[2, 5], [0, 5], [3, 4], [4], [], []]",6,"[[2, 0, 4, 0, 0, 4, 0, 0], [2, 0, 5, 0, 0, 7, 0, 0], [2, 0, 2, 0, 0, 4, 0, 0], [1, 0, 1, 0, 0, 3, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 2, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/ec_GFp_simple_point_copy@00123324.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,ec_GFp_simple_point_finish,"[[], [0]]",2,"[[0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 1, 0, 0, 9, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/ec_GFp_simple_point_finish@001228f4.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,ec_GFp_simple_point_get_affine_coordinates,"[[4, 37], [0, 18], [], [1, 2], [18], [9, 26], [28, 5], [16, 23], [23, 7], [15], [33], [25, 10], [10, 21], [10, 35], [26, 11], [11, 14], [17, 38], [20, 12], [26, 19], [32, 27], [26, 12], [33], [33], [6, 22], [26, 34], [24, 29], [33], [26, 31], [26, 15], [26, 34], [26, 13], [8, 23], [31], [36, 39], [33], [33], [37], [], [13, 30], []]",40,"[[1, 0, 36, 0, 0, 4, 0, 0], [1, 0, 37, 0, 0, 2, 0, 0], [8, 0, 0, 0, 0, 12, 0, 0], [2, 0, 39, 0, 0, 11, 0, 0], [0, 0, 35, 0, 0, 2, 0, 0], [1, 0, 14, 0, 0, 8, 0, 0], [1, 0, 16, 0, 0, 4, 0, 0], [1, 0, 28, 0, 0, 3, 0, 0], [1, 0, 29, 0, 0, 4, 0, 0], [0, 0, 13, 0, 0, 1, 0, 0], [1, 0, 4, 0, 0, 2, 0, 0], [1, 0, 10, 0, 0, 3, 0, 0], [1, 0, 6, 0, 0, 3, 0, 0], [1, 0, 6, 0, 0, 3, 0, 0], [1, 0, 11, 0, 0, 9, 0, 0], [0, 0, 12, 0, 0, 2, 0, 0], [1, 0, 14, 0, 0, 5, 0, 0], [0, 0, 9, 0, 0, 1, 0, 0], [1, 0, 34, 0, 0, 16, 0, 0], [1, 0, 33, 0, 0, 4, 0, 0], [2, 0, 8, 0, 0, 7, 0, 0], [2, 0, 4, 0, 0, 11, 0, 0], [6, 0, 4, 0, 0, 10, 0, 0], [2, 0, 18, 0, 0, 10, 0, 0], [1, 0, 6, 0, 0, 7, 0, 0], [1, 0, 8, 0, 0, 5, 0, 0], [1, 0, 4, 0, 0, 1, 0, 0], [2, 0, 31, 0, 0, 7, 0, 0], [0, 0, 13, 0, 0, 6, 0, 0], [1, 0, 6, 0, 0, 8, 0, 0], [2, 0, 8, 0, 0, 5, 0, 0], [1, 0, 30, 0, 0, 3, 0, 0], [1, 0, 31, 0, 0, 2, 0, 0], [0, 0, 3, 0, 0, 3, 0, 0], [2, 0, 4, 0, 0, 12, 0, 0], [2, 0, 4, 0, 0, 7, 0, 0], [0, 0, 1, 0, 0, 3, 0, 0], [1, 0, 0, 0, 0, 3, 0, 0], [0, 0, 9, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 4, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/ec_GFp_simple_point_get_affine_coordinates@00122dd4.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,ec_GFp_simple_point_set_affine_coordinates,"[[], [0, 2], []]",3,"[[1, 0, 0, 0, 0, 13, 0, 0], [3, 0, 2, 0, 0, 8, 0, 0], [8, 0, 0, 0, 0, 11, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/ec_GFp_simple_point_set_affine_coordinates@0012347c.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,encode_gost_algor_params,"[[11, 3], [0, 13], [4, 6], [2, 15], [10], [14, 7], [8, 5], [9], [12, 6], [17], [9], [14], [10], [], [16, 17], [14], [17], []]",18,"[[1, 0, 15, 0, 0, 5, 0, 0], [5, 0, 17, 0, 0, 14, 0, 0], [2, 0, 11, 0, 0, 9, 0, 0], [1, 0, 13, 0, 0, 2, 0, 0], [0, 0, 3, 0, 0, 1, 0, 0], [0, 0, 5, 0, 0, 4, 0, 0], [2, 0, 10, 0, 0, 7, 0, 0], [0, 0, 2, 0, 0, 1, 0, 0], [1, 0, 10, 0, 0, 3, 0, 0], [6, 0, 1, 0, 0, 10, 0, 0], [0, 0, 2, 0, 0, 1, 0, 0], [0, 0, 3, 0, 0, 5, 0, 0], [0, 0, 3, 0, 0, 1, 0, 0], [7, 0, 0, 0, 0, 14, 0, 0], [4, 0, 2, 0, 0, 14, 0, 0], [0, 0, 3, 0, 0, 1, 0, 0], [6, 0, 1, 0, 0, 10, 0, 0], [1, 0, 0, 0, 0, 5, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/encode_gost_algor_params@0011a494.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,get_gost_engine_param,"[[4], [0, 6], [1, 4], [2, 5], [], [], []]",7,"[[0, 0, 1, 0, 0, 4, 0, 0], [0, 1, 3, 0, 0, 3, 0, 0], [1, 0, 4, 0, 0, 4, 0, 0], [0, 0, 6, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 2, 0, 0], [1, 0, 0, 0, 0, 2, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/get_gost_engine_param@0011c1d4.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,gost2001_param_encode,"[[], [0]]",2,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 9, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/gost2001_param_encode@0011a024.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,gost_cipher_cleanup,[[]],1,"[[3, 0, 0, 0, 0, 9, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/gost_cipher_cleanup@0011b394.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,gost_cipher_ctl,"[[3, 6], [], [1, 5], [2, 4], [], [], [8, 7], [], []]",9,"[[1, 0, 8, 0, 0, 3, 0, 0], [0, 0, 0, 0, 0, 2, 0, 0], [0, 0, 2, 0, 0, 1, 0, 0], [1, 0, 4, 0, 0, 2, 0, 0], [6, 0, 0, 0, 0, 8, 0, 0], [2, 0, 0, 0, 0, 4, 0, 0], [1, 0, 2, 0, 0, 6, 0, 0], [6, 0, 0, 0, 0, 8, 0, 0], [1, 0, 0, 0, 0, 2, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/gost_cipher_ctl@0011b7dc.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,gost_cipher_init,"[[], [0, 2], [0], [14], [3], [3, 7], [3], [15], [17, 10], [8, 4], [8, 5], [12, 14], [13, 6], [20, 6], [1, 19], [], [15], [15], [9, 17], [1], [16, 18]]",21,"[[2, 0, 0, 0, 0, 8, 0, 0], [1, 0, 2, 0, 0, 2, 0, 0], [0, 0, 1, 0, 0, 6, 0, 0], [2, 0, 5, 0, 0, 10, 0, 0], [0, 0, 6, 0, 0, 1, 0, 0], [1, 0, 8, 0, 0, 3, 0, 0], [1, 1, 6, 0, 0, 4, 0, 0], [0, 0, 1, 0, 0, 1, 0, 0], [2, 0, 12, 0, 0, 4, 0, 0], [0, 0, 13, 0, 0, 5, 0, 0], [0, 0, 12, 0, 0, 4, 0, 0], [0, 0, 20, 0, 0, 7, 0, 0], [0, 0, 19, 0, 0, 2, 0, 0], [0, 0, 18, 0, 0, 2, 0, 0], [0, 0, 4, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 2, 0, 0], [5, 0, 1, 0, 0, 7, 0, 0], [5, 0, 1, 0, 0, 6, 0, 0], [0, 1, 14, 0, 0, 3, 0, 0], [1, 0, 3, 0, 0, 3, 0, 0], [0, 0, 16, 0, 0, 3, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/gost_cipher_init@0011c020.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,GOST_CIPHER_PARAMS_new,"[[], [0]]",2,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 2, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/GOST_CIPHER_PARAMS_new@0011b224.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,gost_imit_init_cpa,[[]],1,"[[5, 0, 0, 0, 0, 31, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/gost_imit_init_cpa@0011b788.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,GOST_KEY_PARAMS_new,"[[], [0]]",2,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 2, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/GOST_KEY_PARAMS_new@0011b1f4.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,GOST_KEY_TRANSPORT_free,"[[1], []]",2,"[[1, 0, 1, 0, 0, 2, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/GOST_KEY_TRANSPORT_free@0011b170.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_arm_gcc_O2.ida,gost_param_free,"[[1, 2], [2], []]",3,"[[1, 0, 2, 0, 0, 4, 0, 0], [1, 0, 1, 0, 0, 3, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0]]",openssl-101f,O2,arm,./data/decomp/openssl-101f_arm_gcc_O2_extraction/gost_param_free@0011c17c.c
